"interval","exposure_type","model_id","term","coef","se","z","p_value","hr","ci_lower","ci_upper","n","nevent"
"F1_to_F2","ipaq_direction","M3","smk_fctex_daily",0.351190164523885,0.114226831815172,3.07449798740929,0.00210857144115965,1.42075747789406,1.13576869737088,1.77725606953644,6070,932
"F1_to_F2","ipaq_direction","M3","smk_fctcurrent",0.585899113698619,0.118253422933184,4.95460595698501,0.000000724770139237304,1.79660561238172,1.42493566267447,2.2652192733974,6070,932
"F1_to_F2","ipaq_direction","M3","drk1_fctlt1_month",0.0344439366126237,0.0945423861339562,0.36432269187516,0.715617056880092,1.03504399867681,0.85997175334436,1.24575728799303,6070,932
"F1_to_F2","ipaq_direction","M3","drk1_fctlt1_week",-0.072418873762973,0.206970537852902,-0.349899432616069,0.726414172857007,0.930141202455174,0.619976519263666,1.39547648922623,6070,932
"F1_to_F2","ipaq_direction","M3","drk1_fct1to4_week",-0.358154429563685,0.207975182995283,-1.72210176428506,0.0850510855736218,0.698965125792058,0.464971903448098,1.05071348064376,6070,932
"F1_to_F2","ipaq_direction","M3","drk1_fctge5_week",-0.0687977091195559,0.137543560079692,-0.500188515403375,0.616942344234244,0.933515502651955,0.712925656076854,1.22235914258862,6070,932
"F1_to_F2","ipaq_direction","M3","drk1_fctex_drinker",-0.0661936222832323,0.197787629103577,-0.334670184294328,0.737873895185429,0.935949626042718,0.635177842790863,1.37914398688799,6070,932
"F1_to_F2","ipaq_direction","M3","hyp_fctyes",0.205040916103377,0.067175715331847,3.05230714835678,0.002270896011293,1.22757529153316,1.07613824440521,1.40032296428201,6070,932
"F1_to_F2","ipaq_direction","M3","diab_fctyes",0.484193725821827,0.0887591083569079,5.45514409490058,0.0000000489331480743725,1.62286600625217,1.36373746989155,1.93123246401547,6070,932
"F1_to_F2","ipaq_direction","M3","hxchd_fctyes",-0.0892195518189912,0.174198010350719,-0.512173196693592,0.608529800096092,0.914644739612215,0.650092006085903,1.28685630936639,6070,932
"F1_to_F2","ipaq_direction","M3","hxstroke_fctyes",0.0584745804360215,0.384332045727259,0.152145992211948,0.879071789889009,1.06021803507189,0.49917308118256,2.25184875600413,6070,932
"F1_to_F2","ipaq_direction","M3","cancerhx_fctyes",0.568332892850808,0.205298332539175,2.76832688225735,0.00563449110877919,1.76532161665048,1.18052063230349,2.63981867401389,6070,932
"F1_to_F2","met_change_sd","M1","met_change_sd",-0.00394253273180653,0.0574125855173437,-0.0686701826138023,0.945252152985444,0.996065228846921,0.890057570311144,1.11469861412564,10349,1367
"F1_to_F2","met_change_sd","M1","age_landmark_5",0.629918640920717,0.0200942576694535,31.3481916716085,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010297041195148,1.87745782481043,1.80495312080164,1.95287503222045,10349,1367
"F1_to_F2","met_change_sd","M1","sex_fctmale",0.613040020879423,0.0550331548204778,11.139467160827,0.0000000000000000000000000000806001217316707,1.84603486166769,1.65727886513197,2.05628924750759,10349,1367
"F1_to_F2","met_change_sd","M1","phase_fct2",-0.142679482081899,0.0680818905585808,-2.09570387824543,0.0361084676203568,0.867031923631489,0.758723748487409,0.990801142174339,10349,1367
"F1_to_F2","met_change_sd","M1","phase_fct3",-0.0352058213151161,0.0666489778664956,-0.528227475380594,0.597341461731362,0.965406694532194,0.847185654615243,1.10012496171321,10349,1367
"F1_to_F2","met_change_sd","M3","met_change_sd",-0.00580118716492037,0.0511091319433913,-0.113505883280228,0.909629499043927,0.994215607229838,0.899448712454768,1.09896724512695,6060,928
"F1_to_F2","met_change_sd","M3","age_landmark_5",0.602281249476082,0.0281906586307557,21.3645682197364,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000285480231476639,1.82628025280011,1.72811042873743,1.93002686998679,6060,928
"F1_to_F2","met_change_sd","M3","sex_fctmale",0.388064405047621,0.0995345463412305,3.89879111637516,0.0000966741246205778,1.4741247223038,1.21285887449495,1.79167069030364,6060,928
"F1_to_F2","met_change_sd","M3","phase_fct2",NA,0,NA,NA,NA,NA,NA,6060,928
"F1_to_F2","met_change_sd","M3","phase_fct3",-0.00566128950917442,0.0855834892401225,-0.0661493187464054,0.947258946122616,0.994354705392122,0.840799674886506,1.1759534520145,6060,928
"F1_to_F2","met_change_sd","M3","edu_fctjunior_college",-0.0822659836030791,0.19372628476885,-0.424650602788553,0.67109139853286,0.921026948047211,0.63004595071799,1.34639487494914,6060,928
"F1_to_F2","met_change_sd","M3","edu_fctsenior_middle",-0.0883482971991767,0.161570718989448,-0.54680883858013,0.584510070184714,0.915441975314305,0.666962746216817,1.25649298243553,6060,928
"F1_to_F2","met_change_sd","M3","edu_fctjunior_middle",-0.0342734076381943,0.156562668614082,-0.218911749151877,0.826718793942703,0.966307272728435,0.710966050371164,1.31335349253371,6060,928
"F1_to_F2","met_change_sd","M3","edu_fctprimary",0.146444647880388,0.15551461327199,0.941677729180736,0.346357660569045,1.1577108472956,0.853543822840875,1.5702701725202,6060,928
"F1_to_F2","met_change_sd","M3","edu_fctlt_primary",0.0864486699147652,0.188571118983741,0.458440668860957,0.64663587917293,1.09029540132553,0.753411340191636,1.57781546246601,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fct30000_band",0.0571094778206919,0.120158881055071,0.475283036253622,0.63458524858026,1.05877171607092,0.836609720097046,1.33992890570495,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fct20000_band",0.0556941691945348,0.119859834313385,0.464660822481341,0.642174368442263,1.05727428723996,0.83591630106523,1.33724981440641,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fct10000_band",0.131940135647071,0.133246418963778,0.990196484627012,0.322078090468422,1.14104000960076,0.878782329162523,1.48156404641235,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fct5000_band",0.318308446172225,0.180107870944654,1.76732113095734,0.0771744629395512,1.37480024770968,0.965898527569061,1.95680567591242,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fctlt5000",-0.431749227928792,0.371555530485608,-1.1620045794084,0.245233604788817,0.649372200680188,0.313490981666408,1.3451240376189,6060,928
"F1_to_F2","met_change_sd","M3","incomeh_fctnotknow",0.0253955603589306,0.121215328777931,0.209507828877449,0.834051824437329,1.0257207747666,0.808817383608646,1.30079190817301,6060,928
"F1_to_F2","met_change_sd","M3","marital_fctseparate",-0.295666908380103,0.358504550282836,-0.824722888863868,0.409528933843755,0.744035218645638,0.368496923820739,1.50228772833492,6060,928
"F1_to_F2","met_change_sd","M3","marital_fctwidow",-0.073485671162313,0.0980277558613998,-0.749641471607423,0.453470666422445,0.929149459327925,0.766733080967564,1.12597035291594,6060,928
"F1_to_F2","met_change_sd","M3","marital_fctnever_married",0.591918280680562,0.454234210532414,1.30311250662245,0.19253635444241,1.80745229280543,0.742030885135672,4.40262508772838,6060,928
"F1_to_F2","met_change_sd","M3","smk_fctex_occasional",0.232147154317455,0.139094337737509,1.66899068713746,0.0951192254635749,1.26130532169632,0.960335344719232,1.65659956523267,6060,928
"F1_to_F2","met_change_sd","M3","smk_fctex_daily",0.350285124613264,0.114301716945212,3.06456572984957,0.00217986267896316,1.41947221736702,1.13457471018313,1.77590894437583,6060,928
"F1_to_F2","met_change_sd","M3","smk_fctcurrent",0.602388316520867,0.118225629410598,5.09524304944717,0.000000348294124256328,1.82647579769774,1.4487054156289,2.30275513819861,6060,928
"F1_to_F2","met_change_sd","M3","drk1_fctlt1_month",0.03612430070188,0.0946895454219708,0.381502525341072,0.702830397698193,1.03678471154909,0.861169613485313,1.24821233967084,6060,928
