"term","n_intervals","coef","se","hr","ci_lower","ci_upper","z","p_value","exposure_type","model_id"
"ipaq_directionimproved",3,-0.00916084447010881,0.0404983159813448,0.990880988227191,0.915268747430046,1.07273971233803,-0.226203096304762,0.821043462519092,"ipaq_direction","M3"
"ipaq_directionworsened",3,0.0376511340879547,0.0417346366427996,1.03836891816287,0.956811617587642,1.12687805037857,0.902155550321549,0.366974243273383,"ipaq_direction","M3"
"met_change_sd",3,0.0230159649486137,0.0332123648115299,1.02328287607534,0.958792815105639,1.09211064994648,0.692993861750655,0.488313403634424,"met_change_sd","M3"
