"outcome","model_id","term","coef","se","z","p_value","hr","ci_lower","ci_upper","n","nevent"
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fct10000_band",0.296478811544822,0.128694633932143,2.30373872232424,0.0212373147722554,1.34511405880636,1.0452352336273,1.73102835896524,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fct5000_band",0.192319388814775,0.204678241700639,0.939618140242087,0.347413467963468,1.21205757278257,0.811522964711893,1.81027971310846,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fctlt5000",-0.126022863772827,0.250171631951455,-0.503745619716311,0.61444014609021,0.88159468997227,0.539911386290692,1.43951251468671,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fctnotknow",0.282824648893974,0.123136618100418,2.29683625599762,0.021628112445092,1.32687247286095,1.04235368241306,1.68905294713436,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","marital_fctseparate",0.594323888647072,0.276318569503922,2.15086481416746,0.0314868714748931,1.81180554845399,1.0541654847085,3.11396966892383,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","marital_fctwidow",0.0355350964709866,0.0985357059695812,0.360631672765977,0.718374809008637,1.03617401354112,0.854198788876933,1.25691654017621,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","marital_fctnever_married",0.00538590236232748,0.464037386259819,0.0116066130053406,0.99073947059996,1.00540043240855,0.404901819526298,2.49648181544326,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","smk_fctex_occasional",0.0851822141552919,0.133865227038175,0.636328164079533,0.524562551678012,1.08891546443395,0.837621618570816,1.41559967220826,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","smk_fctex_daily",0.22363279358597,0.120818307498771,1.85098432692616,0.0641718079169523,1.25061170246285,0.986919564518737,1.58475896776828,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","smk_fctcurrent",0.61160322528282,0.115849099018289,5.27930929515702,1.2967175981353e-07,1.8433843914552,1.46894310140509,2.31327272745303,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","drk1_fctlt1_month",-0.0381260633182334,0.0808823146449202,-0.471377006031663,0.637371533307281,0.962591585752741,0.821476057317624,1.12794834701276,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","drk1_fctlt1_week",-0.377581451673083,0.207887012655706,-1.81628206038257,0.0693271157087691,0.685517362774117,0.456104873879896,1.03032017761013,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","drk1_fct1to4_week",-0.0703599070149594,0.163187796565837,-0.431159121549713,0.666352674929497,0.932058305210127,0.676920047683467,1.28336084487987,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","drk1_fctge5_week",0.0481031392535375,0.127101590894686,0.378462133439342,0.705087318607063,1.04927887158327,0.817903106360177,1.34610828812065,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","drk1_fctex_drinker",0.125609085462841,0.164256814629555,0.764711563085673,0.444443319173895,1.13383884755011,0.82174236680911,1.56446908926676,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","walk_any_fctyes",0.121531721114087,0.186570448750682,0.651398557102111,0.514789241825906,1.12922518563798,0.783378236458277,1.62775714276183,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","bmi",-0.02814191604961,0.0110053269338252,-2.55711767754169,0.0105543506229481,0.972250379077112,0.951503455633467,0.993449675898728,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","hyp_fctyes",0.115253835745832,0.0736000439870625,1.56594791935303,0.117360810189779,1.12215824529836,0.971416853296159,1.29629120929733,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","diab_fctyes",0.537693256708939,0.0889969872058664,6.04170178778249,1.52497129568296e-09,1.71205303685134,1.43801309700991,2.03831634571802,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","hxchd_fctyes",-0.00655716057209503,0.172124575749069,-0.0380954349113654,0.969611591082869,0.993464290693216,0.708989097475679,1.39208247404176,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","hxstroke_fctyes",0.261745134585213,0.234389517110369,1.11671007224254,0.264118309847381,1.2991953802608,0.820657133530594,2.05677690124909,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","cancerhx_fctyes",0.920672589064968,0.209653695468975,4.39139690338161,1.12624735436954e-05,2.5109786789121,1.66488973617517,3.78704594601921,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","cxcopd_any_fctany_abnormal",0.163153854834562,0.0801342344974239,2.03600690588498,0.0417496618177211,1.17721779640535,1.00611224529252,1.37742259539892,5022,891
