"outcome","model_id","term","coef","se","z","p_value","hr","ci_lower","ci_upper","n","nevent"
"all_cause","S4_M3_ic5_marital_missingcat","marital5_fctnever_married",-0.0153727514262223,0.464225395867265,-0.0331148437010925,0.973583005680332,0.984744806151597,0.396437131929007,2.44609360511719,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","marital5_fctmissing_or_other",0.165193140957593,0.295402598804561,0.559213566928991,0.57601597515412,1.17962092982684,0.661142874388769,2.1046971721082,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","smk_fctex_occasional",0.108342863179677,0.133287403989037,0.81285147686265,0.41630321760693,1.11442977682728,0.858219273837692,1.44712868300622,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","smk_fctex_daily",0.274378085532832,0.119248537123373,2.30089267467461,0.0213976982738448,1.31571215994397,1.04149298639915,1.66213168060739,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","smk_fctcurrent",0.680142277936428,0.114075507882138,5.96221126307976,2.48847119002724e-09,1.97415859146051,1.57863159232828,2.4687850941139,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","drk1_fctlt1_month",-0.0259806563502789,0.0800839527299685,-0.324417757423662,0.74562177764012,0.974353936987722,0.832816191655499,1.13994612981322,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","drk1_fctlt1_week",-0.382959305282418,0.20466683695423,-1.87113511393182,0.0613263556329816,0.68184064603394,0.456530880715176,1.01834659214221,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","drk1_fct1to4_week",-0.0880049178242097,0.162652779921594,-0.541060029017838,0.588466207581238,0.91575637318339,0.665778325490377,1.25959302506329,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","drk1_fctge5_week",0.065162202156365,0.125782705116534,0.51805375068054,0.604420767526141,1.06733213391812,0.834128868687646,1.36573367360674,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","drk1_fctex_drinker",0.134163640858215,0.162432801641457,0.825963964805327,0.408824533603373,1.14357994073684,0.831770431205367,1.57227887863302,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","walk_any_fctyes",0.0767134428612492,0.181312059018574,0.423101713567714,0.672221052214053,1.07973262696505,0.756803480127458,1.54045611092658,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","bmi",-0.0280269966961794,0.0108677156050663,-2.57892253668413,0.00991090085618606,0.972362115882286,0.951869505275899,0.99329590785559,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","hyp_fctyes",0.136589332034071,0.0727273007552817,1.87810259167568,0.0603671318707956,1.14635727962938,0.994064129169949,1.32198212770898,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","diab_fctyes",0.519712222854112,0.0880752112478959,5.90077747745996,3.6179259384722e-09,1.68154367022501,1.41494120766335,1.99837922562401,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","hxchd_fctyes",-0.00271893252488938,0.171855691573275,-0.0158210211136947,0.987377178111404,0.99728476042443,0.712090763729341,1.39669961195121,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","hxstroke_fctyes",0.259161766519434,0.234285530868385,1.10617913773354,0.268648990801472,1.29584341195237,0.818706653207555,2.051052280718,5138,914
"all_cause","S4_M3_ic5_marital_missingcat","cancerhx_fctyes",0.867969766015484,0.199538626649626,4.34988343154015,1.36209919318038e-05,2.38206978190835,1.61104211219157,3.52210311756653,5138,914
"all_cause","S5_M3_ic5_plus_cxcopd","ic5_per1lower",0.147659522784602,0.0265701451657466,5.55734723553411,2.73905524944692e-08,1.15911817584129,1.10030013786981,1.22108041190177,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","agec_5",0.49729913401183,0.0275064092732372,18.0793912092221,4.63167320660219e-73,1.64427430353058,1.55797603042249,1.73535274770421,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","sex_fctmale",0.735618609955825,0.112601745989669,6.53292365487224,6.44980264139913e-11,2.08677249154491,1.6735100436249,2.60208741982583,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","phase_fct2",NA,0,NA,NA,NA,NA,NA,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","phase_fct3",NA,0,NA,NA,NA,NA,NA,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","edu_fctjunior_college",0.142387879818441,0.222766393608574,0.63918025296326,0.522705676805641,1.1530237964724,0.745107907640894,1.78425683259876,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","edu_fctsenior_middle",0.163621702274496,0.195489925268776,0.83698278593915,0.402602244128685,1.17776868359317,0.802894857601559,1.72767213405316,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","edu_fctjunior_middle",0.199240363485043,0.192382039991756,1.03564949978481,0.300365690023732,1.22047528834017,0.837091825879776,1.77944627267566,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","edu_fctprimary",0.0161354183622893,0.193239870299728,0.0834994265793192,0.933454433324867,1.01626629720592,0.695859318408173,1.48420400433701,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","edu_fctlt_primary",0.077571836147161,0.218253020324884,0.355421592936905,0.722273774675393,1.08065986011103,0.704549827127634,1.65754881811026,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fct30000_band",0.0797254927687698,0.113961763722481,0.699581071445302,0.484188966980893,1.08298973835278,0.866203456543049,1.35403150901548,5022,891
"all_cause","S5_M3_ic5_plus_cxcopd","incomeh_fct20000_band",0.310991035551781,0.114968498946054,2.70501083690505,0.00683021611949205,1.3647769866587,1.08943249978525,1.7097123719738,5022,891
