"outcome","model_id","n","nevent","loglik_null","loglik_fit","aic","concordance","concordance_se"
"all_cause","M1_ic5",6550,1161,-10065.3677193111,-9383.21943864488,18772.4388772898,0.782821657188034,0.0067008667056298
"all_cause","M2_ic5",6477,1145,-9915.58207910405,-9225.20904070005,18484.4180814001,0.785989088107411,0.00662585784092894
"all_cause","M3_ic5",5083,902,-7588.70791448364,-6989.77441147863,14043.5488229573,0.797641914827278,0.00732692714093324
"all_cause","M3_ic3",5083,902,-7588.70791448364,-6995.91966075367,14057.8393215073,0.796471894723831,0.00734230055916697
